president names,schools
resident . dr. lester e. pipkin ,appalachian bible inst | sls 
a president . john w. saunders ,beckley college 
\ president . perry e. gresham ,bethany college 
president . . . drr. wendell g. hardway ,bluefield state college 
3 president . dr. joseph f. marsh ,concord college . 
president . dr. gordon e. hermanson ,davis and elkins college | 
president . dr. eston k. feaster ,fairmont state collage 
president . d. banks wilburn ,glenville state college 
president . dr. john f. montgomery ,greenbrier college 
president . dr. marshall buchalew ,marshall university 
president . dr. robert h. stauffer ,ohio valley college 
president . dr. k. duane hurley ,potomac state c of w va u | 
president . dr. k. duane hurley o ,salem college central oh | 
directr . clement h. clower ,
president . dr. james a. butcher ,shepherd college 
director . dr. ben r. dotson ,southern w va cc-logan* 
president . . dr. james l chapman ,(*encoliment data for fall 1971) 
president . dr. james l. chapman ,w liberty st c cen office 
director . dr. frank a. paulowski i ,*w liberty st c hancock co 1 
president . leonard c. nelson 3 ,‘west va inst technology 
president . . dr. william ji wallace ,
president . dr. james g. harlow ,west virginia u cen off 
bean . dar. arthur n. hofstetter ,*w va u kenawha viy grad cir 
vice pres for academic affairs . . kenneth m. plummer ,west va wesleyan college 
president . . dr. frank r. haig ,
vice pres aad a : dean col. . 8 bernards hendrup ,alverno college 
president . dr. r. miller u ,beloit college 
director . mr. o. l. johr ,(*enroliment data for fall 1971) 
president . . sr. mary a ,cardinal stritch college 
president . hrrobert v. cra ,carroll college | 
president . dr. harold h. lentz ,carthage college 
president . walter w. stuen ,concordia college gg 
highest offering— 2 but less than 4 years presic ,district one tech inst | 
"| president . mr. athur k mehren mp,; ",dodge co tchrs college co 
: president . dr. thomas c. stevens pr ,| dominican college-racine iin 
resident . rev. richard m. hoffmar.n ,edgewood college re 
president . dr. john b. morland ,y redeemer college 
president . dr. thomas s. smith ,lawrence university 
president . edmund d. lewandowski ,
birector . we. norman p. mitby ,madison area tech college 
president . mr. otto j. madland ,madison business college 
president . v rev john p raynor ,marian c of fond du lac 
dean . dr. gerald a. kerrigan ,medical college of wis oe 
president . dr. kenneth e. smith ,| milton college de 
§ istrict director . wi lian l. ramsey de ,
e pres for academic affairs . richard j. ungrodt : ,an of television . . otto f. schiaal ] 
ector . robert p. sorensen ,oraine park tech inst 
ademic dean . st. patricia ann preston o ,lount mary college | i 
president . ts and general; teacher preparatoy . dr. robert e. lovett © ,mount senario college 
president ana dean . v rev donald parsons ,
director . . dr. richard j. brown c ,nicolet college-tech inst 
director . mr. lawrence b. hoyt ,north central tech inst 
irector . kenneth w. hauben schild ,northeast wis tech inst 
ce president for d.velopment . mr. clarence w. gray ,dorthland college 
sident . elmer h. gordon ,utagamie co teachers c 
president . bernard s. adams ,acine technical inst | 
president . rev. john e. twomey ,
rector . msgr. william n. schuit ,snt fran sch pst minstry 
president . dr. robert e. chvistin ,saint norbert college a 
president . mr. vernon e. maurer ,sheboygan co teachers c 
president . . john c. weaver ,
flice chancellor . robert h. majer ,u of wisconsin cen office 
phar. pt. sp. sw. ted. xt. as ,* of wisconsin madison 
: chancellor . j. martin klotsche ,; *u of wisconsin milwaukee de 
ancellr . ivin g. wyllie ,
ancellor . lorentz h. adolfson ,j) of wisconsin ctr sys 
28 pres of academic ahbits . sr. mynette gross ,iferbo college | 
director . . anthony j. natalizio ,jaulesha county tech inst h 
district director . dhuarles g. richardson ,western wis tech inst 
abnecutive director . mr. stephen jay ,wisconsin college-consv 
president . dr. william j. micheels ,wiisconsin state u sys off lo 
dean of the college . dr. john f. meggers ,*stout st u barron co cam 
president . dr. leonard haas ,wris stote u eau claire : 
president . dr. kenneth e. lindner ,*wis state u at la crosse 
president . roger e. guiles ,*wis st u oshkosh main cam 
dean . dr. willard j. henken , wis $¢ u oshkosh-fondulac 
president . bjame r. ulisvik ,*wis st u plotvl main cam 
president .j dr. george r. field ,mwis st u platvi richid b¢ sl 
president . dr. loe s. dreyfus ,*wis st u stevens pnt-main 
dean of the faculty . russell l oliver ,*wis st u stevns pnt-medid 
president . dr. karl w. meyer ,*wis state u at superior 
president . william l. carter ,*wis state u whitewater 
president . dr. tilghman h. aley ,casper college | 
president . dr. walter h. palm ber ,
president . mr. charles roger: ,eastern wyoming college 
president . dr. charles e. carpente ,laramie co cmty college 
president . . dr. sinclair orendorf ,northwest cmty college 
president . dans n. peitersen ,sheridan college 
president . william d. carlson ,university of wyoming 
president . dr. charles c. crandall ,wastern wyo cmty college 
comman dant . m gen ernest a. pinson ,air force inst technology 
superintendent . lt gen a. p. clark ,
superintendent . r adm john f. thompson ,
superintendent . r adm arthur b. engel ,
director . mr. david r. lynn ,cmty college amer samoa 
dan . dr. glen e. murphy ,canal zone college 
president . r. pedro c. sanchez ,university of guam 
executive dean . . dr. ramon a. cruz ,colle 
director . albert a. riddenng ,*inter aimer u arecibo br 
director . jorge e. barrios ,*inter amer u barnquits br 
director . . josefina navamo ,*inter amer u bayamon br 
president . mr. sol l. decartes ,
director . felix torres ,“inter amer u aguadilla br 
interim director . em manue! salome ,*infer amer u ponce br . 
vice pres and executive dean . dr. jean littlefield ,*inter amer u ramey c 
"president . . ms, ana g. mendez ",puerto rico jr college h 
director . mr. jose n. morales ,*u pr arecibo reg college 
director . mr. salvador antonetti ,*u pr cayey university c 
director . . dr. pedro gonzalez ,*u pr humacao reg college | 
chancellor . vacant ,*u of pr mayaguez 
parent ,*u of pr medical sciences 
ahancellor . pedro j. rivera ,*u of pr rio piedras 
director . dr. boris e. bogatz ,cmty college micronesia 
president . dr. lawrence c. wanlass ,college of virgin islands 
pres id ent- - mr jomn carmar ,
pres i dent~- mr foster davidof! ,
pres ident- - dr charles e p err! ,
pres ident- - dr thomas g carpentei ,
pres ident - - dr deon h holt ,
pres ident- - dr b h ams tead ,
pres ident- - dr arleigh b templeton ,
pres ident - - dr david l norton ,
commissioner and president of the university ; ,state office building 
p.o. box 543 ,commissioner and president of the university ; 
"1730 m street, nw. ",
ting committee ,
"telephone: 312 944-6780, x-258 ",northwestern university 
345 east 46th street ,
of higher education ,
"1786 massachusetts avenue, nw. ",
nd institute of art ,
"it circle, nw., suite 760 ",
resident ,
 and universities ,mr. donald r. theoe 
p.o. box 4065 ,c/o mills college 
[(cjves [no (1f **yes check below the regions! associstion ,2. corporate name of institution (covered by this report) 
16. if your answers to items 14 ano 15 are  nd’ list in  a  bel ,
,
graouates who have transferred to each of the institutic ,
that sccredils your institution. ,
athletics. omit vacancies except for top positions such as presi- cu ,
009746 e10) | 010 pres ident ,[ four-year college graduation 
pres . . presiden t ,
vice president & academic dean . . duonald d. kerlee ,roberts wesleyan college 
presi dr. paul a. miller ,rochester inst technology 
vice president ,dean school of 
dean and dir o ,
,
presitent . rexer berndt ,
